movie_odid,display_name,chart_date,est_revenue,total_est_revenue
139980100,"The Twilight Saga: Breaking Dawn, Part 1",2017-10-15,722,18911372
139980100,"The Twilight Saga: Breaking Dawn, Part 1",2017-10-22,985,18912357
139980100,"The Twilight Saga: Breaking Dawn, Part 1",2017-10-29,806,18913163
139980100,"The Twilight Saga: Breaking Dawn, Part 1",2017-11-05,405,18913568
139980100,"The Twilight Saga: Breaking Dawn, Part 1",2017-11-12,486,18914054
139980100,"The Twilight Saga: Breaking Dawn, Part 1",2017-11-19,898,18914952
139980100,"The Twilight Saga: Breaking Dawn, Part 1",2017-11-26,649,18915601
139980100,"The Twilight Saga: Breaking Dawn, Part 1",2017-12-03,1078,18916679
139980100,"The Twilight Saga: Breaking Dawn, Part 1",2017-12-10,1138,18917817
139980100,"The Twilight Saga: Breaking Dawn, Part 1",2017-12-17,1355,18919172
139980100,"The Twilight Saga: Breaking Dawn, Part 1",2017-12-24,1546,18920718
139980100,"The Twilight Saga: Breaking Dawn, Part 1",2017-12-31,768,18921486
139980100,"The Twilight Saga: Breaking Dawn, Part 1",2018-01-07,855,18922341
139980100,"The Twilight Saga: Breaking Dawn, Part 1",2018-01-14,831,18923172
139980100,"The Twilight Saga: Breaking Dawn, Part 1",2018-01-21,694,18923866
139980100,"The Twilight Saga: Breaking Dawn, Part 1",2018-01-28,818,18924684
139990100,"The Twilight Saga: Breaking Dawn, Part 2",2013-03-03,6446219,6446219
139990100,"The Twilight Saga: Breaking Dawn, Part 2",2013-03-10,4099341,10545560
139990100,"The Twilight Saga: Breaking Dawn, Part 2",2013-03-17,1017079,11562639
139990100,"The Twilight Saga: Breaking Dawn, Part 2",2013-03-24,132461,11695100
139990100,"The Twilight Saga: Breaking Dawn, Part 2",2013-03-31,146343,11841443
139990100,"The Twilight Saga: Breaking Dawn, Part 2",2013-04-07,291103,12132546
139990100,"The Twilight Saga: Breaking Dawn, Part 2",2013-04-14,275801,12408347
139990100,"The Twilight Saga: Breaking Dawn, Part 2",2013-04-21,253582,12661929
139990100,"The Twilight Saga: Breaking Dawn, Part 2",2013-04-28,246987,12908916
139990100,"The Twilight Saga: Breaking Dawn, Part 2",2013-05-12,199700,13108616
140050100,Red,2011-01-30,2352899,2352899
140050100,Red,2011-02-06,825969,3178868
140050100,Red,2011-02-13,503730,3682598
140050100,Red,2011-02-20,224074,3906672
140050100,Red,2011-02-27,171260,4077932
140050100,Red,2011-03-06,116883,4194815
140050100,Red,2011-03-13,139079,4333894
140050100,Red,2011-03-20,93557,4427451
140050100,Red,2011-03-27,91259,4518710
140050100,Red,2011-04-03,60157,4578867
140050100,Red,2011-04-10,107346,4686213
140050100,Red,2011-04-17,19156,4705369
140050100,Red,2011-04-24,119305,4824674
140050100,Red,2011-05-01,17788,4842462
140050100,Red,2011-05-08,110338,4952800
140050100,Red,2011-05-15,13384,4966184
140050100,Red,2011-05-22,101529,5067713
140050100,Red,2011-05-29,7431,5075144
140050100,Red,2011-06-05,6581,5081725
140050100,Red,2011-06-12,8042,5089767
140050100,Red,2011-06-19,6041,5095808
140050100,Red,2011-06-26,5708,5101516
140050100,Red,2011-07-03,5478,5106994
140050100,Red,2011-07-10,7282,5114276
140050100,Red,2011-07-17,28348,5142624
140050100,Red,2011-07-24,5452,5148076
140050100,Red,2011-07-31,4534,5152610
140050100,Red,2011-08-07,4860,5157470
140050100,Red,2011-08-14,4738,5162208
140050100,Red,2011-08-21,6573,5168781
140050100,Red,2011-08-28,6707,5175488
140050100,Red,2011-09-04,8408,5183896
140050100,Red,2011-09-11,11307,5195203
140050100,Red,2011-09-18,9691,5204894
140050100,Red,2011-09-25,6491,5211385
140050100,Red,2011-10-02,3005,5214390
140050100,Red,2011-10-09,4649,5219039
140050100,Red,2011-10-16,3817,5222856
140050100,Red,2011-10-23,3047,5225903
140050100,Red,2011-10-30,3252,5229155
140050100,Red,2011-11-06,3155,5232310
140050100,Red,2011-11-27,11368,5243678
140050100,Red,2011-12-04,2897,5246575
140050100,Red,2011-12-11,1978,5248553
140050100,Red,2011-12-18,2739,5251292
140050100,Red,2011-12-25,4336,5255628
140050100,Red,2012-01-01,2905,5258533
140050100,Red,2012-01-08,3868,5262401
140050100,Red,2012-01-15,3872,5266273
140050100,Red,2012-01-22,2920,5269193
140050100,Red,2012-01-29,1641,5270834
140050100,Red,2012-02-05,1680,5272514
140050100,Red,2012-02-12,1487,5274001
140050100,Red,2012-02-19,996,5274997
140050100,Red,2012-02-26,1645,5276642
140050100,Red,2012-03-04,2117,5278759
140050100,Red,2012-03-11,1288,5280047
140050100,Red,2012-03-18,1332,5281379
140050100,Red,2012-03-25,1344,5282723
140050100,Red,2012-04-01,1536,5284259
140050100,Red,2012-04-08,1566,5285825
140050100,Red,2012-04-15,1530,5287355
140050100,Red,2012-04-22,1670,5289025
140050100,Red,2012-04-29,2291,5291316
140050100,Red,2012-05-06,2302,5293618
140050100,Red,2012-05-13,1592,5295210
140050100,Red,2012-05-20,1258,5296468
140050100,Red,2012-05-27,1639,5298107
140050100,Red,2012-06-03,1492,5299599
140050100,Red,2012-06-10,1238,5300837
140050100,Red,2012-06-17,1341,5302178
140050100,Red,2012-06-24,1244,5303422
140050100,Red,2012-07-01,740,5304162
140050100,Red,2012-07-08,860,5305022
140050100,Red,2012-07-15,1313,5306335
140050100,Red,2012-07-22,1312,5307647
140050100,Red,2012-07-29,960,5308607
140050100,Red,2012-08-05,1172,5309779
140050100,Red,2012-08-12,941,5310720
140050100,Red,2012-08-19,887,5311607
140050100,Red,2012-08-26,870,5312477
140050100,Red,2012-09-02,1488,5313965
140050100,Red,2012-09-09,982,5314947
140050100,Red,2012-09-16,455,5315402
140050100,Red,2012-09-23,3649,5319051
140050100,Red,2012-09-30,4483,5323534
140050100,Red,2012-10-07,2886,5326420
140050100,Red,2012-10-14,5545,5331965
140050100,Red,2012-10-21,5064,5337029
140050100,Red,2012-10-28,3533,5340562
140050100,Red,2012-11-04,3585,5344147
140050100,Red,2012-11-11,6318,5350465
140050100,Red,2012-11-18,12301,5362766
140050100,Red,2012-11-25,7843,5370609
140050100,Red,2012-12-02,10570,5381179
140050100,Red,2012-12-09,4850,5386029
140050100,Red,2012-12-16,8509,5394538
140050100,Red,2012-12-23,7801,5402339
140050100,Red,2012-12-30,6932,5409271
140050100,Red,2013-01-06,6866,5416137
140050100,Red,2013-01-13,3950,5420087
140050100,Red,2013-01-20,4608,5424695
140050100,Red,2013-01-27,4625,5429320
140050100,Red,2013-02-03,3749,5433069
140050100,Red,2013-02-10,3965,5437034
140050100,Red,2013-02-17,4076,5441110
140050100,Red,2013-02-24,3746,5444856
140050100,Red,2013-03-03,4131,5448987
140050100,Red,2013-03-10,4469,5453456
140050100,Red,2013-03-17,3860,5457316
140050100,Red,2013-03-24,3802,5461118
140050100,Red,2013-03-31,3789,5464907
140050100,Red,2013-04-07,6353,5471260
140050100,Red,2013-04-14,5890,5477150
140050100,Red,2013-04-21,5507,5482657
140050100,Red,2013-04-28,6303,5488960
140050100,Red,2013-05-05,6664,5495624
140050100,Red,2013-05-12,5759,5501383
140050100,Red,2013-05-19,5376,5506759
140050100,Red,2013-05-26,5500,5512259
140050100,Red,2013-06-02,4762,5517021
140050100,Red,2013-06-09,10662,5527683
140050100,Red,2013-06-16,12541,5540224
140050100,Red,2013-06-23,19961,5560185
140050100,Red,2013-06-30,62297,5622482
140050100,Red,2013-07-07,109900,5732382
140050100,Red,2013-07-14,80740,5813122
140050100,Red,2013-07-21,91638,5904760
140050100,Red,2013-07-28,191459,6096219
140050100,Red,2013-08-04,83566,6179785
140050100,Red,2013-08-11,83500,6263285
140050100,Red,2013-08-18,91088,6354373
140050100,Red,2013-08-25,70516,6424889
140050100,Red,2013-09-01,50831,6475720
140050100,Red,2013-09-08,43192,6518912
140050100,Red,2013-09-15,31583,6550495
140050100,Red,2013-09-22,22784,6573279
140050100,Red,2013-09-29,10624,6583903
140050100,Red,2013-10-06,11686,6595589
140050100,Red,2013-10-13,9498,6605087
140050100,Red,2013-10-20,11169,6616256
140050100,Red,2013-10-27,8626,6624882
140050100,Red,2013-11-03,10602,6635484
140050100,Red,2013-11-10,6046,6641530
140050100,Red,2013-11-17,10201,6651731
140050100,Red,2013-11-24,14956,6666687
140050100,Red,2013-12-01,57052,6723739
140050100,Red,2013-12-08,19815,6743554
140050100,Red,2013-12-15,3548,6747102
140050100,Red,2013-12-22,9020,6756122
140050100,Red,2013-12-29,18435,6774557
140050100,Red,2014-01-05,20058,6794615
140050100,Red,2014-01-12,15249,6809864
140050100,Red,2014-01-19,15899,6825763
140050100,Red,2014-01-26,11479,6837242
140050100,Red,2014-02-02,11624,6848866
140050100,Red,2014-02-09,11934,6860800
140050100,Red,2014-02-16,11897,6872697
140050100,Red,2014-02-23,10195,6882892
140050100,Red,2014-03-02,9623,6892515
140050100,Red,2014-03-09,9395,6901910
140050100,Red,2014-03-16,8534,6910444
140050100,Red,2014-03-23,8230,6918674
140050100,Red,2014-03-30,5703,6924377
140050100,Red,2014-04-06,7355,6931732
140050100,Red,2014-04-13,7295,6939027
140050100,Red,2014-04-20,5493,6944520
140050100,Red,2014-04-27,4687,6949207
140050100,Red,2014-05-04,4656,6953863
140050100,Red,2014-05-11,4858,6958721
140050100,Red,2014-05-18,4769,6963490
140050100,Red,2014-05-25,5050,6968540
140050100,Red,2014-06-01,6551,6975091
140050100,Red,2014-06-08,9206,6984297
140050100,Red,2014-06-15,11452,6995749
140050100,Red,2014-06-22,8888,7004637
140050100,Red,2014-06-29,9567,7014204
140050100,Red,2014-07-06,15101,7029305
140050100,Red,2014-07-13,8195,7037500
140050100,Red,2014-07-20,8617,7046117
140050100,Red,2014-07-27,7451,7053568
140050100,Red,2014-08-03,6741,7060309
140050100,Red,2014-08-10,5623,7065932
140050100,Red,2014-08-17,2165,7068097
140050100,Red,2014-08-24,8325,7076422
140050100,Red,2014-08-31,7531,7083953
140050100,Red,2014-09-07,6401,7090354
140050100,Red,2014-09-14,6910,7097264
140050100,Red,2014-09-21,7738,7105002
140050100,Red,2014-09-28,6462,7111464
140050100,Red,2014-10-05,1737,7113201
140050100,Red,2014-10-12,3437,7116638
140050100,Red,2014-10-19,2988,7119626
140050100,Red,2014-10-26,3343,7122969
140050100,Red,2014-11-02,2981,7125950
140050100,Red,2014-11-09,3898,7129848
140050100,Red,2014-11-16,4256,7134104
140050100,Red,2014-11-23,4020,7138124
140050100,Red,2014-11-30,5332,7143456
140050100,Red,2014-12-07,6519,7149975
140050100,Red,2014-12-14,6692,7156667
140050100,Red,2014-12-21,5245,7161912
140050100,Red,2014-12-28,4521,7166433
140050100,Red,2015-01-04,10681,7177114
140050100,Red,2015-01-11,7891,7185005
140050100,Red,2015-01-18,8635,7193640
140050100,Red,2015-01-25,8493,7202133
140050100,Red,2015-02-01,6690,7208823
140050100,Red,2015-02-08,9133,7217956
140050100,Red,2015-02-15,7646,7225602
140050100,Red,2015-02-22,4613,7230215
140050100,Red,2015-03-01,5053,7235268
140050100,Red,2015-03-08,5752,7241020
140050100,Red,2015-03-15,4369,7245389
140050100,Red,2015-03-22,3940,7249329
140050100,Red,2015-03-29,4988,7254317
140050100,Red,2015-04-05,8566,7262883
140050100,Red,2015-04-12,7186,7270069
140050100,Red,2015-04-19,7077,7277146
140050100,Red,2015-04-26,6495,7283641
140050100,Red,2015-05-03,5847,7289488
140050100,Red,2015-05-10,5058,7294546
140050100,Red,2015-05-17,4587,7299133
140050100,Red,2015-05-24,7848,7306981
140050100,Red,2015-05-31,5052,7312033
140050100,Red,2015-06-07,8147,7320180
140050100,Red,2015-06-14,5315,7325495
140050100,Red,2015-06-21,6928,7332423
140050100,Red,2015-06-28,5935,7338358
140050100,Red,2015-07-05,7164,7345522
140050100,Red,2015-07-12,6587,7352109
140050100,Red,2015-07-19,6996,7359105
140050100,Red,2015-07-26,6259,7365364
140050100,Red,2015-08-02,7903,7373267
140050100,Red,2015-08-09,6495,7379762
140050100,Red,2015-08-16,5338,7385100
140050100,Red,2015-08-23,5138,7390238
140050100,Red,2015-08-30,4392,7394630
140050100,Red,2015-09-06,4988,7399618
140050100,Red,2015-09-13,5021,7404639
140050100,Red,2015-09-20,5211,7409850
140050100,Red,2015-09-27,7333,7417183
140050100,Red,2015-10-04,3316,7420499
140050100,Red,2015-10-11,2865,7423364
140050100,Red,2015-10-18,2914,7426278
140050100,Red,2015-10-25,2384,7428662
140050100,Red,2015-11-01,1959,7430621
140050100,Red,2015-11-08,3768,7434389
140050100,Red,2015-11-15,1947,7436336
140050100,Red,2015-11-22,2902,7439238
140050100,Red,2015-11-29,3423,7442661
140050100,Red,2015-12-06,5769,7448430
140050100,Red,2015-12-13,5565,7453995
140050100,Red,2015-12-20,4851,7458846
140050100,Red,2015-12-27,5105,7463951
140050100,Red,2016-01-03,8209,7472160
140050100,Red,2016-01-10,7151,7479311
140050100,Red,2016-01-17,8061,7487372
140050100,Red,2016-01-24,13825,7501197
140050100,Red,2016-01-31,7341,7508538
140050100,Red,2016-02-07,5833,7514371
140050100,Red,2016-02-14,5302,7519673
140050100,Red,2016-02-21,4627,7524300
140050100,Red,2016-02-28,4899,7529199
140050100,Red,2016-03-06,5137,7534336
140050100,Red,2016-03-13,3856,7538192
140050100,Red,2016-03-20,3541,7541733
140050100,Red,2016-03-27,3284,7545017
140050100,Red,2016-04-03,7769,7552786
140050100,Red,2016-04-10,4735,7557521
140050100,Red,2016-04-17,3825,7561346
140050100,Red,2016-04-24,3444,7564790
140050100,Red,2016-05-01,6837,7571627
140050100,Red,2016-05-08,5198,7576825
140050100,Red,2016-05-15,3720,7580545
140050100,Red,2016-05-22,2885,7583430
140050100,Red,2016-05-29,3572,7587002
140050100,Red,2016-06-05,6899,7593901
140050100,Red,2016-06-12,4511,7598412
140050100,Red,2016-06-19,4998,7603410
140050100,Red,2016-06-26,3186,7606596
140050100,Red,2016-07-03,6210,7612806
140050100,Red,2016-07-10,5272,7618078
140050100,Red,2016-07-17,8159,7626237
140050100,Red,2016-07-24,5920,7632157
140050100,Red,2016-07-31,5188,7637345
140050100,Red,2016-08-07,8126,7645471
140050100,Red,2016-08-14,4980,7650451
140050100,Red,2016-08-21,5846,7656297
140050100,Red,2016-08-28,4163,7660460
140050100,Red,2016-09-04,7661,7668121
140050100,Red,2016-09-11,5306,7673427
140050100,Red,2016-09-18,3794,7677221
140050100,Red,2016-09-25,4420,7681641
140050100,Red,2016-10-02,3569,7685210
140050100,Red,2016-10-09,2963,7688173
140050100,Red,2016-10-16,5018,7693191
140050100,Red,2016-10-23,3163,7696354
140050100,Red,2016-10-30,2404,7698758
140050100,Red,2016-11-06,3008,7701766
140050100,Red,2016-11-13,3816,7705582
140050100,Red,2016-11-20,4523,7710105
140050100,Red,2016-11-27,4701,7714806
140050100,Red,2016-12-04,5173,7719979
140050100,Red,2016-12-11,5150,7725129
140050100,Red,2016-12-18,6117,7731246
140050100,Red,2016-12-25,7202,7738448
140050100,Red,2017-01-01,10333,7748781
140050100,Red,2017-01-08,10996,7759777
140050100,Red,2017-01-15,8384,7768161
140050100,Red,2017-01-22,12986,7781147
140050100,Red,2017-01-29,14982,7796129
140050100,Red,2017-02-05,8991,7805120
140050100,Red,2017-02-12,11704,7816824
140050100,Red,2017-02-19,10997,7827821
140050100,Red,2017-02-26,8325,7836146
140050100,Red,2017-03-05,6213,7842359
140050100,Red,2017-03-12,6396,7848755
140050100,Red,2017-03-19,5543,7854298
140050100,Red,2017-03-26,5248,7859546
140050100,Red,2017-04-02,6418,7865964
140050100,Red,2017-04-09,6973,7872937
140050100,Red,2017-04-16,6208,7879145
140050100,Red,2017-04-23,3944,7883089
140050100,Red,2017-04-30,2784,7885873
140050100,Red,2017-05-07,4635,7890508
140050100,Red,2017-05-14,4977,7895485
140050100,Red,2017-05-21,4205,7899690
140050100,Red,2017-05-28,3436,7903126
140050100,Red,2017-06-04,3928,7907054
140050100,Red,2017-06-11,5181,7912235
140050100,Red,2017-06-18,6477,7918712
140050100,Red,2017-06-25,4278,7922990
140050100,Red,2017-07-02,6092,7929082
140050100,Red,2017-07-09,4084,7933166
140050100,Red,2017-07-16,5561,7938727
140050100,Red,2017-07-23,4678,7943405
140050100,Red,2017-07-30,4199,7947604
140050100,Red,2017-08-06,5363,7952967
140050100,Red,2017-08-13,9070,7962037
140050100,Red,2017-08-20,3293,7965330
140050100,Red,2017-08-27,6378,7971708
140050100,Red,2017-09-03,5254,7976962
140050100,Red,2017-09-10,9277,7986239
140050100,Red,2017-09-17,5773,7992012
140050100,Red,2017-09-24,7010,7999022
140050100,Red,2017-10-01,4705,8003727
140050100,Red,2017-10-08,4147,8007874
140050100,Red,2017-10-15,3337,8011211
140050100,Red,2017-10-22,2685,8013896
140050100,Red,2017-10-29,3442,8017338
140050100,Red,2017-11-05,2237,8019575
140050100,Red,2017-11-12,3191,8022766
140050100,Red,2017-11-19,2560,8025326
140050100,Red,2017-11-26,5551,8030877
140050100,Red,2017-12-03,3790,8034667
140050100,Red,2017-12-10,5002,8039669
140050100,Red,2017-12-17,4373,8044042
140050100,Red,2017-12-24,4541,8048583
140050100,Red,2017-12-31,5537,8054120
140050100,Red,2018-01-07,3767,8057887
140050100,Red,2018-01-14,3807,8061694
140050100,Red,2018-01-21,2772,8064466
140050100,Red,2018-01-28,2574,8067040
140070100,The Warrior's Way,2011-07-03,234054,234054
140070100,The Warrior's Way,2011-07-10,120379,354433
140070100,The Warrior's Way,2011-07-17,45778,400211
140070100,The Warrior's Way,2011-07-24,48572,448783
140070100,The Warrior's Way,2011-07-31,34890,483673
140070100,The Warrior's Way,2011-08-07,26396,510069
140070100,The Warrior's Way,2011-08-14,16943,527012
140070100,The Warrior's Way,2011-08-21,16858,543870
140070100,The Warrior's Way,2011-08-28,13734,557604
140070100,The Warrior's Way,2011-09-04,16006,573610
140070100,The Warrior's Way,2011-09-11,12892,586502
140070100,The Warrior's Way,2011-09-18,9420,595922
140070100,The Warrior's Way,2011-09-25,9830,605752
140070100,The Warrior's Way,2011-10-02,4448,610200
140070100,The Warrior's Way,2011-10-09,5556,615756
140070100,The Warrior's Way,2011-10-16,5264,621020
140070100,The Warrior's Way,2011-10-23,4191,625211
140070100,The Warrior's Way,2011-10-30,4989,630200
140070100,The Warrior's Way,2011-11-06,3664,633864
140070100,The Warrior's Way,2011-11-20,1511,635375
140070100,The Warrior's Way,2011-11-27,4391,639766
140070100,The Warrior's Way,2011-12-04,2483,642249
140070100,The Warrior's Way,2011-12-11,1786,644035
140070100,The Warrior's Way,2011-12-18,2084,646119
140070100,The Warrior's Way,2011-12-25,3916,650035
140070100,The Warrior's Way,2012-01-01,2762,652797
140070100,The Warrior's Way,2012-01-08,1989,654786
140070100,The Warrior's Way,2012-01-15,2884,657670
140070100,The Warrior's Way,2012-01-22,1983,659653
140070100,The Warrior's Way,2012-01-29,2732,662385
140070100,The Warrior's Way,2012-02-05,1757,664142
140070100,The Warrior's Way,2012-02-12,1676,665818
140070100,The Warrior's Way,2012-02-19,1620,667438
140070100,The Warrior's Way,2012-02-26,2304,669742
140070100,The Warrior's Way,2012-03-04,2133,671875
140070100,The Warrior's Way,2012-03-11,1339,673214
140070100,The Warrior's Way,2012-03-18,1308,674522
140070100,The Warrior's Way,2012-03-25,1337,675859
140070100,The Warrior's Way,2012-04-01,954,676813
140070100,The Warrior's Way,2012-04-08,2336,679149
140070100,The Warrior's Way,2012-04-15,2348,681497
140070100,The Warrior's Way,2012-04-22,1567,683064
140070100,The Warrior's Way,2012-04-29,1210,684274
140070100,The Warrior's Way,2012-05-06,1559,685833
140070100,The Warrior's Way,2012-05-13,1149,686982
140070100,The Warrior's Way,2012-05-20,2027,689009
140070100,The Warrior's Way,2012-05-27,1302,690311
140070100,The Warrior's Way,2012-06-03,1575,691886
140070100,The Warrior's Way,2012-06-10,1361,693247
140070100,The Warrior's Way,2012-06-17,967,694214
140070100,The Warrior's Way,2012-06-24,1221,695435
140070100,The Warrior's Way,2012-07-01,870,696305
140070100,The Warrior's Way,2012-07-08,613,696918
140070100,The Warrior's Way,2012-07-15,885,697803
140070100,The Warrior's Way,2012-07-22,735,698538
140070100,The Warrior's Way,2012-07-29,845,699383
140070100,The Warrior's Way,2012-08-05,864,700247
140070100,The Warrior's Way,2012-08-12,555,700802
140070100,The Warrior's Way,2012-08-19,496,701298
140070100,The Warrior's Way,2012-08-26,642,701940
140070100,The Warrior's Way,2012-09-02,1011,702951
140070100,The Warrior's Way,2012-09-09,1179,704130
140070100,The Warrior's Way,2012-09-16,629,704759
140070100,The Warrior's Way,2012-09-23,791,705550
140070100,The Warrior's Way,2012-09-30,577,706127
140070100,The Warrior's Way,2012-10-07,553,706680
140070100,The Warrior's Way,2012-10-14,1114,707794
140070100,The Warrior's Way,2012-10-21,956,708750
140070100,The Warrior's Way,2012-10-28,579,709329
140070100,The Warrior's Way,2012-11-04,568,709897
140070100,The Warrior's Way,2012-11-11,865,710762
140070100,The Warrior's Way,2012-11-18,450,711212
140070100,The Warrior's Way,2012-11-25,450,711662
140070100,The Warrior's Way,2012-12-02,448,712110
140070100,The Warrior's Way,2012-12-09,299,712409
140070100,The Warrior's Way,2012-12-16,396,712805
140070100,The Warrior's Way,2012-12-23,355,713160
140070100,The Warrior's Way,2012-12-30,389,713549
140070100,The Warrior's Way,2013-01-06,413,713962
140070100,The Warrior's Way,2013-01-13,402,714364
140070100,The Warrior's Way,2013-01-20,575,714939
140070100,The Warrior's Way,2013-01-27,745,715684
140070100,The Warrior's Way,2013-02-03,343,716027
140070100,The Warrior's Way,2013-02-10,403,716430
140070100,The Warrior's Way,2013-02-17,620,717050
140070100,The Warrior's Way,2013-02-24,443,717493
140070100,The Warrior's Way,2013-03-03,558,718051
140070100,The Warrior's Way,2013-03-10,380,718431
140070100,The Warrior's Way,2013-03-17,81,718512
140070100,The Warrior's Way,2013-03-24,0,718512
140070100,The Warrior's Way,2013-03-31,0,718512
140070100,The Warrior's Way,2013-04-07,218,718730
140070100,The Warrior's Way,2013-04-14,741,719471
140070100,The Warrior's Way,2013-04-21,701,720172
140070100,The Warrior's Way,2013-04-28,673,720845
140070100,The Warrior's Way,2013-05-05,778,721623
140070100,The Warrior's Way,2013-05-12,503,722126
140070100,The Warrior's Way,2013-05-19,482,722608
140070100,The Warrior's Way,2013-05-26,513,723121
140070100,The Warrior's Way,2013-06-02,667,723788
140070100,The Warrior's Way,2013-06-09,672,724460
140070100,The Warrior's Way,2013-06-16,556,725016
140070100,The Warrior's Way,2013-06-23,498,725514
140070100,The Warrior's Way,2013-06-30,386,725900
140070100,The Warrior's Way,2013-07-07,833,726733
140070100,The Warrior's Way,2013-07-14,658,727391
140070100,The Warrior's Way,2013-07-21,1211,728602
140070100,The Warrior's Way,2013-07-28,680,729282
140070100,The Warrior's Way,2013-08-04,788,730070
140070100,The Warrior's Way,2013-08-11,859,730929
140070100,The Warrior's Way,2013-08-18,736,731665
140070100,The Warrior's Way,2013-08-25,824,732489
140070100,The Warrior's Way,2013-09-01,1093,733582
140070100,The Warrior's Way,2013-09-08,1065,734647
140070100,The Warrior's Way,2013-09-15,866,735513
140070100,The Warrior's Way,2013-09-22,801,736314
140070100,The Warrior's Way,2013-09-29,609,736923
140070100,The Warrior's Way,2013-10-06,428,737351
140070100,The Warrior's Way,2013-10-13,710,738061
140070100,The Warrior's Way,2013-10-20,544,738605
140070100,The Warrior's Way,2013-10-27,637,739242
140070100,The Warrior's Way,2013-11-03,475,739717
140070100,The Warrior's Way,2013-11-10,421,740138
140070100,The Warrior's Way,2013-11-17,485,740623
140070100,The Warrior's Way,2013-11-24,500,741123
140070100,The Warrior's Way,2013-12-01,321,741444
140070100,The Warrior's Way,2013-12-08,63,741507
140070100,The Warrior's Way,2013-12-15,29,741536
140070100,The Warrior's Way,2013-12-22,271,741807
140070100,The Warrior's Way,2013-12-29,534,742341
140070100,The Warrior's Way,2014-01-05,417,742758
140070100,The Warrior's Way,2014-01-12,497,743255
140070100,The Warrior's Way,2014-01-19,251,743506
140070100,The Warrior's Way,2014-01-26,624,744130
140070100,The Warrior's Way,2014-02-02,655,744785
140070100,The Warrior's Way,2014-02-09,554,745339
140070100,The Warrior's Way,2014-02-16,993,746332
140070100,The Warrior's Way,2014-02-23,472,746804
140070100,The Warrior's Way,2014-03-02,1023,747827
140070100,The Warrior's Way,2014-03-09,558,748385
140070100,The Warrior's Way,2014-03-16,591,748976
140070100,The Warrior's Way,2014-03-23,843,749819
140070100,The Warrior's Way,2014-03-30,529,750348
140070100,The Warrior's Way,2014-04-06,394,750742
